@relation sift

@attribute feat0 numeric
@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute feat21 numeric
@attribute feat22 numeric
@attribute feat23 numeric
@attribute feat24 numeric
@attribute feat25 numeric
@attribute feat26 numeric
@attribute feat27 numeric
@attribute feat28 numeric
@attribute feat29 numeric
@attribute feat30 numeric
@attribute feat31 numeric
@attribute feat32 numeric
@attribute feat33 numeric
@attribute feat34 numeric
@attribute feat35 numeric
@attribute feat36 numeric
@attribute feat37 numeric
@attribute feat38 numeric
@attribute feat39 numeric
@attribute feat40 numeric
@attribute feat41 numeric
@attribute feat42 numeric
@attribute feat43 numeric
@attribute feat44 numeric
@attribute feat45 numeric
@attribute feat46 numeric
@attribute feat47 numeric
@attribute feat48 numeric
@attribute feat49 numeric
@attribute feat50 numeric
@attribute feat51 numeric
@attribute feat52 numeric
@attribute feat53 numeric
@attribute feat54 numeric
@attribute feat55 numeric
@attribute feat56 numeric
@attribute feat57 numeric
@attribute feat58 numeric
@attribute feat59 numeric
@attribute feat60 numeric
@attribute feat61 numeric
@attribute feat62 numeric
@attribute feat63 numeric
@attribute feat64 numeric
@attribute feat65 numeric
@attribute feat66 numeric
@attribute feat67 numeric
@attribute feat68 numeric
@attribute feat69 numeric
@attribute feat70 numeric
@attribute feat71 numeric
@attribute feat72 numeric
@attribute feat73 numeric
@attribute feat74 numeric
@attribute feat75 numeric
@attribute feat76 numeric
@attribute feat77 numeric
@attribute feat78 numeric
@attribute feat79 numeric
@attribute feat80 numeric
@attribute feat81 numeric
@attribute feat82 numeric
@attribute feat83 numeric
@attribute feat84 numeric
@attribute feat85 numeric
@attribute feat86 numeric
@attribute feat87 numeric
@attribute feat88 numeric
@attribute feat89 numeric
@attribute feat90 numeric
@attribute feat91 numeric
@attribute feat92 numeric
@attribute feat93 numeric
@attribute feat94 numeric
@attribute feat95 numeric
@attribute feat96 numeric
@attribute feat97 numeric
@attribute feat98 numeric
@attribute feat99 numeric
@attribute feat100 numeric
@attribute feat101 numeric
@attribute feat102 numeric
@attribute feat103 numeric
@attribute feat104 numeric
@attribute feat105 numeric
@attribute feat106 numeric
@attribute feat107 numeric
@attribute feat108 numeric
@attribute feat109 numeric
@attribute feat110 numeric
@attribute feat111 numeric
@attribute feat112 numeric
@attribute feat113 numeric
@attribute feat114 numeric
@attribute feat115 numeric
@attribute feat116 numeric
@attribute feat117 numeric
@attribute feat118 numeric
@attribute feat119 numeric
@attribute feat120 numeric
@attribute feat121 numeric
@attribute feat122 numeric
@attribute feat123 numeric
@attribute feat124 numeric
@attribute feat125 numeric
@attribute feat126 numeric
@attribute feat127 numeric

@data
0,-0.013428,0.039349,0,0,0,0,0,0,-0.007687,0.024883,0.055994,0.005946,0,0,0,0,0,0.002714,0.096253,0.032855,0,0,0,0,-0.000016,0.002191,0.016441,0.000398,0,0,0,0,-0.004944,0.016852,0.022715,0,0,0,0,0,-0.03945,0.150764,0.01644,0,0,0,0,-0.012304,-0.034378,0.2,0.00774,0,0,0,0,0,-0.006721,0.018339,0.004851,0,0,0,0,0,-0.001035,0.005545,0.031624,0.001311,0,0,0,0,0,0.009201,0.15217,0.00154,0,0,0,0,-0.012325,0.039073,0.070501,0.000241,0,0,0,0,-0.000932,0.003279,0.004299,0,0,0,0,0,0,0,0.022929,0.011622,0,0,0,0,0,0.000342,0.124644,0.006353,0,0,0,0,-0.008137,0.027999,0.060314,0,0,0,0,0,-0.000402,0.001143,0.000203,0.00008,0.000009,0,0
0,0,0.00297,0.008412,0.002062,0,0,0,0,0,0.000388,0.050892,0.010623,0,0,0,0,0,0,0.040527,0.012806,0.009146,0.009874,0,0,0,0,0,0,0.00905,0.055451,0,0,0,0.007708,0.007391,0,0,0,0,0,0,0.004725,0.066623,0.000042,0,0,0,0,0,0,0.010193,0.008461,0.014989,0.035381,0.000174,-0.008422,0.022951,0,0,0,0.001317,0.026712,0.001157,-0.011036,0.032135,0.008069,0.000401,0,0,0,0,-0.000634,0.003951,0.02659,0.021752,0.000505,0.001324,0.000629,0,-0.00315,0.028634,0.027247,0,0,0,0.012133,0.002229,-0.046541,0.137906,0.028089,0,0,0,0,0,-0.012921,0.042379,0.003645,0,0,0,0,0,-0.016141,0.055599,0.03993,0,0,0,0,0,-0.003715,0.050384,0.120818,0,0,0,0,0,-0.074506,0.2,0,0,0,0,0,0
0,-0.038542,0.197757,0.005584,0,0,0,0,0,-0.037967,0.2,0.043939,0.000957,0,0,0,-0.019243,0.035796,0.047099,0.040674,0.005458,0,0,0,-0.01628,0.038161,0.007243,0.011791,0.013493,0.000829,0,0,0,-0.01552,0.109917,0.067378,0,0,0,0,0,0,0.023579,0.142405,0.000008,0,0,0,0,0,0.019936,0.06831,0.014504,0.002722,0,0,-0.004333,0.008881,0.004082,0.002432,0.006597,0.028595,0.000762,0,0,0,0.000361,0.043218,0.102689,0.016676,0,0,0,0,0.001791,0.04514,0.125847,0.023433,0,0,0,0,0,0.000449,0.090574,0.036753,0,0,0,0,0,0,0.008697,0.061747,0.001037,0,0,0,0,0.000603,0.10009,0.022657,0,0,0,0,0,0,0.148838,0.0718,0,0,0,0,0,0,0.167162,0.05915,0,0,0,0,0,0.000351,0.030893,0.049152,0.010283,0.001681
0,0,0.001874,0.044302,0.051197,0.018268,0,0,0,0,0.000232,0.061213,0.033175,0.005714,0,0,0.01074,0.004197,0.010911,0.007892,0.005457,0.00623,0.005402,0.00523,0.027607,0,0,0,0,0,0.003119,0.124364,0,0,0,0.0698,0.112015,0.000939,0,0,0,0,0.013556,0.138849,0.045218,0,0,0,0.00413,0.001908,0.034543,0.025233,0,0.010922,0.012575,0.009686,0.027074,0,0,0,0,0,0.005145,0.2,0,0,0.033427,0.150082,0.021985,0,0,0,0,0,0.034299,0.151769,0.021133,0.006755,0,0,0,0,0,0,0.010361,0.065337,0.018802,0,0.008812,0,0,0,0,0.012109,0.043977,0.14308,0,0,0.00752,0.160735,0.036526,0,0,0,0,0,0.00143,0.025367,0.056358,0.014328,0,0,0,0,0.000797,0.008324,0.00851,0.006073,0.029661,0.002794,0.002273,0,0,0,0,0.001094,0.046955,0.046196
0.001228,0.107709,0.071829,0.007792,0,0,0,0,0.015862,0.111966,0.091005,0.016517,0,0,0,0.001434,0.027255,0.155995,0.031311,0,0,0,0,0.001139,0.091838,0.111153,0,0,0,0,0,0,0.00701,0.007699,0.013196,0.072944,0.040307,0,0,0.000168,0.003111,0.0101,0.039616,0.073951,0,0,0,0,0.012428,0.043395,0.041669,0.021651,0.014409,0.001709,0.000238,0.003346,0.036969,0.034821,0.001686,0.005031,0.003036,0.005266,0.009691,0.011212,0,0,0,0.078632,0.106984,0,0,0,0,0,0.000771,0.042143,0.062996,0.047553,0.00008,0,0,0,0,0,0.020861,0.074563,0.043292,0.005975,0,0,0,0,0.028034,0.083676,0.005842,0,0,0,0,0,0.157698,0.110713,0,0,0,0,0,0,0.084543,0.2,0.004383,0,0,0,0,0,0.101648,0.115319,0.01389,0.000344,0,0,0,0,0.015099,0.089862,0.050289,0.00099
0,0,0.005251,0.068878,0.014896,0,0,0,0,0,0,0.034203,0.072508,0.000968,0,0,0,0,0.005752,0.142494,0.041499,0.000088,0,0,0,0,0.004417,0.121262,0.033084,0.003387,-0.027767,0.119844,0.014253,0.001713,0.007428,0.033263,0.012509,0,0,-0.005256,0,0,0.046017,0.150727,0.015648,0,0,0,0,0.002214,0.071448,0.163611,0.001829,0,0,0,0.008314,0.001624,0.027813,0.2,0.006187,0,0,-0.004095,0.154289,0.01657,0.016329,0.003383,0,0,0,-0.052595,0,0.002408,0.050494,0.147756,0.009459,0,0,0,0,0,0.00021,0.147259,0.048821,0.006814,0,0,0,0,0.000165,0.165363,0.053523,0.000435,0,0,0.139487,0.00657,0.001971,0.002039,0,0,-0.005265,-0.035879,0.030757,0.006677,0.024123,0.002688,0.00062,0,-0.009713,0.014163,0,0,0.034293,0.142729,0.007824,0,0,0,0,0,0.005218,0.068572,0.021183,0.014067,0.007604,0.000256
0,0.011583,0.052404,0.006863,0,0,0,0,0,0.017854,0.067335,0.016397,0,0,0,0,0,0,0.105759,0.089227,0,0,0,0,0.001117,0.007713,0.039598,0.026044,0.003865,0,0,0,0,0.007029,0.048739,0.00881,0,0,0,0,0,0,0.043476,0.058675,0.000853,0,0,0,0,0,0.048694,0.2,0.016448,0,0,0,0.002303,0.011886,0.009827,0.003297,0.029215,0.014052,0,0,0,0.004036,0.01319,0.018663,0.016547,0.003184,0.000889,0.000613,0,0.009635,0.072859,0.050798,0.001494,0,0,0,0,0,0.067628,0.107635,0.005605,0,0,0,0.001002,0.010988,0.016432,0.003504,0.013788,0.001338,0,0,0,0.001302,0.040252,0.022311,0.001983,0,0.000166,0.00151,0,0,0.03924,0.047831,0,0,0,0,0,0,0.0012,0.028049,0.063093,0.00033,0,0,0,0,0,0.000591,0.023592,0.053876,0.002275,0
0,0,0.02525,0.057122,0,0,0,0,0,0,0.008069,0.103628,0.002053,0,0,0,0,0,0.008763,0.092218,0.008224,0,0,0,0,0,0.000312,0.015276,0.008928,0,0,0,0,0,0.003711,0.062126,0.002506,0,0,0,0,0,0.036942,0.155709,0.002064,0,0,0,0,0,0.035057,0.077321,0.003369,0,0,0,0,0,0.01196,0.013365,0.00025,0,0,0,0,0,0.005857,0.057858,0.000076,0,0,0,0,0,0.021693,0.2,0.003543,0,0,0,0,0,0.011347,0.071706,0.006577,0,0,0,0,0.00055,0.009546,0.005948,0.01446,0.00408,0,0,0,0,0.02321,0.039781,0,0,0,0,0,0,0.046268,0.113823,0.000587,0,0,0,0,0,0.001116,0.03587,0.024446,0,0,0,0,0.000558,0.001843,0.005827,0.006316,0.0018,0,0
0,0.028816,0.039507,0.034725,0.005663,0,0,0,0.005134,0.046777,0.061312,0.008667,0,0,0,0,0.016746,0.042001,0.036693,0.024878,0.002894,0.001042,0.001607,0.006024,0.007775,0,0,0,0.003003,0.032509,0.013929,0.007324,0,0,0.039789,0.069536,0.000009,0,0,0,0,0.015406,0.144196,0.065846,0.000304,0,0,0,0.062388,0.04829,0.014578,0.007472,0,0,0,0,0.123762,0.00736,0,0,0,0,0,0.014349,0,0.068293,0.12654,0.005833,0,0,0,0,0.022783,0.059994,0.12493,0.072992,0.005308,0,0,0.000801,0.052057,0.008242,0.006386,0.013409,0.009629,0.010186,0,0.013936,0.112093,0.010756,0,0,0,0,0,0.012355,0,0.044535,0.2,0.008347,0,0,0,0,0.127272,0.07593,0.025523,0,0,0,0,0.001219,0.046853,0.121458,0.024841,0.001193,0,0,0,0,0.063966,0.007856,0,0,0,0,0,0.023007
0.00246,0.004155,0.018673,0.004206,0,0,0,-0.001053,0,0,0.024279,0.047504,0,0,0,0,0.003835,0,0.017798,0.04904,0,0,-0.003686,0.010359,0.00493,0,0,0,0,0,-0.035509,0.166386,0,0,0.003219,0.020503,0.002263,0.002754,0.002565,0.00112,0,0,0.012814,0.087742,0.00053,0,0,0,0,0,0.003933,0.047454,0.011621,0,0,0,0,0,0,0,0,0,-0.017792,0.2,0,0,0.002606,0.027714,0.00319,0.00378,0.000705,0,0,0,0.011442,0.083041,0.004239,0,0,0,0,0,0,0.013866,0.034726,0.000431,0,0,0,0,0,0,0.000186,0.002624,-0.007952,0.178827,0,0,0.022725,0.01941,0,0,0,0,0,0,0.016954,0.029725,0.002528,0.001739,0.000652,0,0,0,0,0.000108,0.011061,0.021371,0.007864,0,0,0,0,0,0.001247,0.012711,0.03312,0.081106
0,0,0.001223,0.005075,0.008852,0.005964,0.003116,0,0,0,0.001118,0.08067,0.040911,0,0,0,0,0.000295,0.011326,0.129171,0.012054,0,0,0,0.002456,0.003762,0.005235,0.01743,0.013465,0.00202,0.000938,-0.000142,0,0.000123,0.00963,0.026627,0.017575,0,0,0,0,0.000015,0.021055,0.068501,0.014277,0,0,0,0,0,0.010558,0.2,0.02404,0,0,0,0.003521,0.001457,0.001206,0.002525,0.001465,0.004667,0.002307,0.014836,0,0,0.002574,0.047497,0.025495,0,0,0,0,0.005522,0.075158,0.094044,0.002605,0,0,0,0,0,0.072926,0.133587,0,0,0,0,0.000298,0.003398,0.027303,0.074229,0,0,0,0,0,0,0.000349,0.024538,0.060505,0.009489,0,0,0,0,0.004937,0.161951,0.052445,0,0,0,0,0,0.02394,0.050922,0.026927,0.004948,0,0,0,0.000603,0.051923,0.067875,0,0,0,0
0,0,0.062778,0.078329,0,0,0,0,0,0,0.026391,0.038617,0,0,0,0,0,0,0.10483,0.111863,0,0,0,0,0.019313,0.001997,0.035421,0.023226,0,0,0,0.015932,0.002739,0.050677,0.077687,0.01439,0,0,0,0,0,0.000715,0.081362,0.046379,0,0,0,0,0,0,0.065786,0.2,0.00105,0,0,0,0,0,0.005254,0.017461,0.002017,0.001643,0.018614,0.03872,0.047734,0.105699,0.002007,0,0,0,0,0,0.02723,0.060688,0.034151,0.003497,0,0,0,0,0,0,0.003048,0.127109,0.069277,0,0,0,0,0,0,0,0.011812,0.020369,0.074164,0.024575,0.028302,0.06579,0.005505,0,0,0,0,0,0.066105,0.054696,0.005487,0,0,0,0,0.005814,0.02748,0.005101,0.001892,0.014442,0.027921,0.011876,0.004233,0.018205,0,0,0,0,0.00244,0.043657,0.062387,0.002867
0,0,0,0,0.041959,0.128203,0,0,0,0,0,0,0.003651,0.152347,0.031412,0,0,0,0.009776,0.011636,0,0.037117,0.065696,0.000273,0.006698,0.038693,0.043276,0.005156,0,0,0.000785,0.002773,0,0,0,0,0.020245,0.056189,0.000441,0,0,0,0,0.002533,0.069064,0.056564,0,0,0,0,0.024723,0.106498,0.018495,0,0,0,0,0,0.045764,0.069173,0.009435,0,0,0,0,0,0,0,0.036868,0.125635,0.000318,0,0,0,0.000525,0.061614,0.101325,0.035512,0,0,0,0,0.03162,0.146886,0.028381,0.000265,0,0,0,0,0.011157,0.083703,0.032103,0.002309,0,0,0,0,0,0.000217,0.028164,0.040002,0.000325,0,0,0,0,0.001767,0.134002,0.028579,0,0,0,0,0.001815,0.038952,0.2,0.031402,0,0,0,0,0,0.012537,0.038657,0.029423,0.000249,0
0,0.038462,0.03382,0,0.009841,0.120408,0.008542,0,0.00254,0.009212,0.004201,0,0.002776,0.168611,0.023419,0.008448,0.032583,0.013206,0,0,0.009991,0.087272,0.0169,0.008505,0.034878,0.014914,0.009198,0,0,0.004136,0.010345,0.015236,0,0,0,0,0.002965,0.126955,0.020837,0,0,0,0.007247,0.059468,0.039909,0.080961,0.001068,0,0,0.010986,0.042451,0.014162,0.00943,0.015226,0,0,0,0.015216,0.156246,0.007755,0.00135,0.002059,0,0,0,0.005414,0.02775,0.014468,0.003989,0.00564,0.000091,0,0,0,0.01251,0.117493,0.027675,0,0,0,0,0,0.037231,0.133731,0.026105,0,0,0,0,0.011675,0.089118,0.060726,0,0,0,0,0,0.001104,0.00944,0.017796,0.000135,0,0,0,0,0,0.009558,0.045446,0.004369,0,0,0,0,0,0.006416,0.2,0.015008,0,0,0,0,0,0.004616,0.085433,0.014059,0,0,0
0,0.003188,0.029718,0.121613,0.002317,0,0,0,0,0.049276,0.120043,0.036185,0,0,0,0,0,0.083716,0.089844,0.005174,0,0,0,0,0.050822,0.052957,0.01011,0,0,0,0,0.001655,0,0,0.009695,0.18601,0.00612,0,0,0,0,0,0.002392,0.148362,0.039673,0,0,0,0,0.004415,0.058518,0.102526,0.003853,0,0,0,0.032891,0.014959,0.002221,0,0,0,-0.000446,0.028304,0,0,0.00637,0.149558,0.010413,0,0,0,0,0,0.015778,0.156812,0.033801,0,0,0,0,0.001592,0.018009,0.2,0.004788,0,0,0,0.004127,0.008127,0.000024,0,0,0,0.003055,0.093469,0,0.002581,0.017726,0.06539,0.002175,0,0,0,0,0,0.003181,0.166531,0.029292,0,0,0,0,0,0.004738,0.134016,0.018491,0,0,0,0.01321,0,0,0,0.001529,0.000917,-0.002882,0.033263
0,0,0.000141,0.006298,0.012146,0.021266,0.003646,0,0,0,0.034867,0.043332,0.003126,0,0,0,0,0,0.114913,0.043374,0,0,0,0,-0.001448,0.025111,0.046925,0.014183,0,0,0,-0.002835,0,0,0.001051,0.053944,0.010935,0.001129,0,0,0,0,0.058603,0.120356,0.000032,0,0,0,0,0,0.078612,0.085736,0,0,0,0,-0.001406,0.003684,0.019423,0.035194,0,0,-0.000503,0.001285,0,0,0.001043,0.075814,0.006536,0,0,0,0,0,0.00585,0.2,0.00345,0,0,0,0,0,0.047382,0.117856,0.00061,0,0,0,0,0,0.015825,0.005545,0.001042,0.001328,0.00793,0.003856,0,0,0.00219,0.056964,0.001129,0,0,0,0,0,0.00096,0.144212,0.023755,0,0,0,0,0,0.000885,0.10522,0.023853,0,0,0,0,0,0,0.001118,0.005069,0.000889,0.026422,0.01016
0,0,0,0.011211,0.011048,0.011473,0.011065,0.000058,0,0,0.031255,0.126622,0.000583,0,0,0,0,-0.001295,0.026963,0.128209,0.011126,0,0,0,0.003305,0.013834,0.003155,0.012406,0.002528,0,-0.000445,0.000867,0,0,0,0.04131,0.039244,0.005984,0.000073,0,0,0,0.007713,0.2,0.018122,0,0,0,0,0,0.018222,0.152883,0.013775,0,0,0,-0.001358,0.003626,0.009274,0.031763,0,0,-0.001203,0.009644,0,0,0,0.035006,0.053776,0.001684,0,0,0,0,0,0.126584,0.115359,0,0,0,0,0,0.001013,0.152875,0.094308,0,0,0,0,0,0.001959,0.01463,0.022075,0.002954,0.007421,0.006241,0,0,0,0.03059,0.029072,0,0,0,0,0,0,0.065274,0.08184,0,0,0,0,0,0,0.076285,0.157436,0,0,0,0,0,0,0.011538,0.062418,0.011691,0.001752,0.001373
0,0,0.002822,0.040697,0.003522,0,0,0,0,0,0.005873,0.056938,0.03045,0,0,0,0,0,0.008843,0.129759,0.011469,0,0,0,0,0,0,0.011349,0.002181,0.001971,0.009993,0.000863,0,0.000008,0.017961,0.031951,0.000497,0,0,0,0,0,0.004979,0.071194,0.015637,0,0,0,0,0,0.015369,0.183235,0.00962,0.001761,0,0,0,0,0,0,0.001028,0.028792,0.05926,0,0,0,0.044197,0.013774,0,0,0,0,0,0,0.039538,0.046804,0,0,0,0,0,0,0.01389,0.079341,0.01652,0.024932,0.031445,0,0.00036,0.005599,0,0,0,0.021866,0.098435,0.000811,-0.001506,0.004499,0.033335,0.009119,0,0,0,0,0,0.000993,0.04036,0.028249,0.00148,0,0,0,-0.01297,0.042289,0.000339,0.004909,0.000262,0.002689,0.019356,0.006424,-0.074693,0.2,0,0,0,0,0.001076,0.001415
0,0.039992,0.101223,0.016387,0,0,0,0,0,0.006733,0.082226,0.117881,0,0,0,0,0.003148,0.001798,0.01681,0.014047,0,0,0.016834,0.045797,0,0,0,0,0,0.003475,0.041741,0.020919,0.017734,0.045099,0.159575,0.025596,0,0,-0.027425,0.075653,0.018927,0.000213,0.028385,0.11183,0,0,-0.016316,0.058892,0,0,0,0,0,0,0.019443,0.109425,0,0,0,0,0,0,0.003306,0.057474,0.001233,0.010057,0.041332,0.015756,0,0,-0.016898,0.139161,0,0,0.023159,0.091462,0.000861,0,-0.010967,0.099769,0,0,0,0,0,0,-0.037708,0.172672,0.036274,0,0,0,0,0,-0.013959,0.048095,0,0,0,0.000339,0.000809,0.002048,0.049064,0.062932,0,0.005341,0.094325,0.048983,0,0,-0.003733,0.034913,0,0,0,0,0,0,-0.070224,0.2,0,0,0,0,0,0,0.004999,0.054745
0,0,0.003052,0.031303,0.022191,0.000183,0,0,0,0,0.001517,0.167754,0.040881,0,0,0,0.001635,0,0,0,0.000811,0.001125,-0.019567,0.075537,0.001077,0.000058,0.000349,0,0,0.001684,-0.003032,0.032802,0,0,0.02835,0.059933,0,0,0,0,0,0,0.019601,0.2,0.014325,0,0,0,0,0,0.00125,0.010291,0.004599,0.005782,0.007049,0.013075,0.012123,0,0,0,0,0,-0.044875,0.107747,0,0,0.039223,0.054608,0,0,0,0,0,0,0.036946,0.146416,0.003963,0.000747,0,0,0,0,0,0,0.003749,0.014823,0.021635,0.000635,0,0,0,0,0,0.011362,0.008237,0.010936,0,0,0.014898,0.059442,0.007104,0,0,0,0,0,0.036572,0.063463,0.00117,0.001792,0.003516,0,0,0,0,0,0.00092,0.008738,0.014614,0.000074,0,0,0,0,0,0.019168,0.037631,0
0,0,0,0.042102,0.027802,0,0,0,0,0,0,0.093793,0.066084,0,0,0,0.002064,0,0,0.012617,0.01214,0.003443,-0.003449,0.013813,0.000591,0.008518,0.008301,0.017376,0.003454,0.000512,0.001102,0.001025,0,0,0,0.059454,0.043445,0,0,0,0,0,0.007853,0.170173,0.012769,0,0,0,0,0,0.001899,0.02811,0.035172,0.002002,0.001087,0.002538,0.00933,0.003345,0.019265,0.01364,0.004347,0.000119,0.00012,-0.00363,0,0,0,0.059602,0.058594,0,0,0,0,0,0.009651,0.2,0.027288,0,0,0,0,0,0,0.000666,0.029404,0.015714,0.013566,0.017782,0,0,0,0.005336,0.077216,0.013352,0,0,0,0,0.000625,0.066872,0.03024,0,0,0,0,0,0.006347,0.178965,0.019588,0,0,0,0,0,0,0.000467,0.002159,0.003356,-0.003804,0.036062,0,0,0.000297,0.009727,0.027292,0.011403,0.000194,0
0,0,0.000405,0.001963,0.002797,0.03446,0.07943,0.034302,0.004315,0.015261,0.011149,0.015305,0.028391,0.021741,0.013116,0.002444,0,0.003979,0.047877,0.163265,0.016487,0.002243,0,0,0.022446,0.009369,0.000133,0.025774,0.003205,0,0.001082,0.018625,0.0212,0.013091,0.009452,0,0,0,0.000843,0.037208,0.000718,0.033268,0.10876,0.171292,0.000415,0,0,0,0.015976,0.06011,0.073629,0.03798,0.016168,0.0008,0,0.009311,0.000062,0,0.00198,0.010184,0.005807,0.012996,0.03258,0.051841,0.001869,0,0.002457,0.020523,0.01251,0.000008,0.003237,0.041471,0,0,0.006051,0.2,0.053228,0,0,0,0.016387,0.001067,0.004107,0.023592,0.044633,0.021348,0.043088,0.051224,0.008855,0.001173,0.00339,0.046493,0.012581,0.000355,0.01052,0.116269,0,0,0,0,0.033108,0.068972,0.029788,0.001558,0,0,0,0.056573,0.184077,0.014546,0,0,0.000665,0.001226,0.017698,0.024368,0.032267,0.024681,0.02403,0.016666,0.022801,0.002483,0.013674,0.041705,0.017713,0,0.004484,0.048231
0.00272,0,0.003657,0.033473,0.001471,0.000285,0.000773,0.001537,0.002499,0.000126,0.011914,0.026335,0.00124,0.000716,0.001979,0.003975,0.002034,0.00175,0.014759,0.017589,0.000072,0,0,0.011701,0.001275,0.000938,0.022352,0.023641,0,0,0,0.003054,0,0,0.001281,0.039579,0.009128,0.001088,0.000192,0.000858,0.002858,0.003884,0.009251,0.017059,0.00402,0.006436,0.002507,0.005845,0.000058,0,0.028783,0.051336,0.002743,0.005002,0.004064,0.00269,0.000255,0,0.008192,0.010133,0,0.008518,0.077678,0.00299,0,0.002358,0.038296,0.033391,0.000197,0,0,0,0.028427,0.02309,0.016466,0.004466,0,0,0,0.002596,0.00028,0.006427,0.022255,0.023003,0.004823,0.006271,0.031393,0.01302,0,0,0,0,0,0.004568,0.2,0.008446,0.000061,0.002137,0.017416,0.043649,0.00006,0,0,0,0.004878,0.012173,0.005594,0.000933,0,0,0.000066,0.003474,0.001817,0.001931,0,0,0,0,0.079406,0.077292,0,0,0,0,0,0,0.047429,0.050299
0.001994,0.001446,0.001398,0.000387,0.001632,0.002348,0.000752,0.000833,0,0,0.003819,0.01977,0.008682,0.002516,0,0,0,0,0.035603,0.08972,0.011062,0,0,0,0,0,0.033844,0.140609,0.004654,0,0,0,0,0.001796,0.007259,0.0072,0.004837,0.001248,0.000988,0,0.002557,0.00227,0.006491,0.039102,0.003544,0.002106,0.000855,0,0,0,0.062132,0.187859,0.002177,0,0,0,0,0,0.054074,0.138491,0.004477,0,0,0,0.000652,0.006223,0.008944,0.003581,0.00111,0.000059,0.000912,0,0,0.002963,0.057947,0.024316,0,0,0,0,0,0,0.025656,0.2,0.012968,0,0,0,0,0,0.000444,0.136366,0.024393,0,0,0,0.000866,0.000315,0.00502,0.013556,0.001866,0,0.00027,0.000685,0,0.000193,0.00668,0.029288,0.009163,0.000158,0,0,0,0,0.001161,0.134643,0.015597,0,0,0,0,0,0.001472,0.07815,0.042781,0,0,0
0,0,0,0.01248,0.022244,0.013758,0.017277,0.00133,0.001489,0.004018,0.05551,0.048359,0.014556,0.000541,0.001361,0.000013,0,0,0.02167,0.146614,0.015797,0,0,0,0,0,0.005491,0.008747,0.0061,0,0.005183,0.034052,0.008272,0.006419,0.004512,0.070545,0.025131,0,-0.008511,0.032369,0.005857,0.012399,0.046298,0.2,0.016112,0.002959,-0.000449,0.003042,0,0,0.002154,0.018871,0.07714,0.022222,-0.000837,0.033522,0.001578,0.006094,0.011748,0.025296,0.042674,0.019986,0.005292,0.000866,0,0.005031,0.0085,0.182583,0.124321,0,0,0,0.001504,0.011591,0.021589,0.053687,0.039308,0.001193,0,0,0.000412,0.01108,0.01085,0.004887,0.006254,0.026387,0.011529,0.024916,0,0,0.001764,0.117532,0.057481,0.012846,0.007822,0,0,0,0,0.087757,0.180045,0,0,0,0,0,0.004895,0.067442,0.13953,0,0,0,0.001247,0.004819,0.009585,0.01588,0.014492,0.009352,0.017968,0.062662,0,0,0.002373,0.015882,0.021911,0.051178,0.028832,0
0.023795,0,0,0,0,0,0,0.05096,0.002602,0,0.002121,0.137458,0.009674,0,0,0.002523,0,0,0.02545,0.103092,0.000169,0,0,0,0,0,0.002804,0.011153,0.008065,0,0,0,0.025902,0,0,0,0,0,0,0.077127,0.003762,0,0.017125,0.2,0,0,0,0.017186,0,0,0.011375,0.119951,0.006055,0,0,0,0.000109,0.004886,0.012577,0.014434,0,0.000074,0.001102,0,0.025828,0,0,0,0,0,0,0.093409,0.004735,0,0.017398,0.199168,0.000179,0,0,0.021009,0,0,0.000145,0.103833,0.015266,0,0,0,0,0,0.000561,0.015638,0.0133,0.005353,0.008652,0,0.012777,0,0,0,0,0,0,0.082014,0.005802,0,0.026218,0.133985,0,0,0,0.011106,0,0,0.009592,0.044972,0.013041,0.002938,0,0,0,0,0.001538,0.022294,0.015197,0.00535,0,0
0.006369,0.001049,0.000074,0.015358,0.02132,0,-0.006355,0.018537,0.003326,0.006408,0.000646,0.002889,0.008146,0,-0.01508,0.063637,0.030449,0.051514,0.020194,0,0,0,-0.002716,-0.00496,0.2,0.024056,0.00385,0,0,0,0,-0.053698,0.000646,0,0.000456,0.003587,0.007449,0.004643,0.009241,0.053636,0,0.016237,0.062341,0.089559,0.027631,0.005324,0.000598,0.001695,0.039433,0.116733,0.051957,0,0,0,0,-0.014926,0.088778,0.015662,0.000422,0,0,0,-0.024279,0.031647,0.021148,0.020181,0.01275,0.005834,0.001302,0.002922,-0.011382,0.040343,0,0.01905,0.121173,0.106296,0.01202,0,0,0,0.082063,0.005062,0.037119,0.053329,0.008634,0,0,-0.024413,0.035787,0.004226,0,0,0,0,-0.044611,0.115599,0.011582,0.040564,0.047952,0,0,0,0,-0.004032,0.000247,0.010014,0.059692,0.049221,0.018017,0.00281,0,0,0.007439,0,0.014465,0.055059,0.015762,0.003047,0,-0.002842,0.09652,0,0.002359,0.003254,0,0,-0.008622,-0.000092
